orig_Temp_K,orig_avg_electronegativity,orig_avg_atomic_mass,orig_avg_ionic_radius,orig_num_elements,orig_li_fraction,orig_composition_entropy,orig_electronegativity_variance,orig_group_diversity,orig_packing_efficiency_proxy,orig_li_to_anion_ratio,orig_heaviest_element_mass,orig_lightest_element_mass,orig_is_mixture,orig_formula_complexity,orig_total_atoms,log_Ionic_Conductivity
303.3870126,1.858235294,21.42352941,1.228235294,4.0,0.411764706,1.053395498,0.527441,4.0,0.217391304,0.875,32.07,6.94,0.0,34.0,8.5,-3.8126908377364805
297.8329164,2.287966102,35.98262712,1.117033898,5.0,0.279661017,1.214006633,1.359336,5.0,0.514285714,0.55,138.91,6.94,0.0,118.0,23.6,-4.142064735280571
297.8858416,2.351861314,36.98978102,1.109927007,6.0,0.222627737,1.35125112,1.281126992,6.0,0.442857143,0.435714286,138.91,6.94,1.0,164.4,27.4,-4.293282217663242
303.2133366,2.472222222,35.31111111,1.455555556,3.0,0.222222222,0.848685558,0.955150617,3.0,0.397790055,0.333333333,91.22,6.94,0.0,27.0,9.0,-4.801342913045577
300.1927844,2.472222222,35.31111111,1.455555556,3.0,0.222222222,0.848685558,0.955150617,3.0,0.397790055,0.333333333,91.22,6.94,0.0,27.0,9.0,-3.1040721761855488
302.5635383,1.855977011,20.78183908,1.228850575,6.0,0.463601533,1.154303904,0.771355859,5.0,0.239130435,1.008333333,95.96,6.94,0.0,78.3,13.05,-2.2601467602523764
307.5399571,1.872142857,21.6302381,1.234285714,4.0,0.404761905,1.052874296,0.527441,4.0,0.217391304,0.85,32.07,6.94,0.0,33.6,8.4,-2.7823899970786803
300.0145285,2.4175,43.77125,1.3575,4.0,0.25,1.213007566,1.07904375,4.0,0.386740331,0.4,178.49,6.94,0.0,32.0,8.0,-2.735615034906501
312.8448904,1.897222222,25.80940476,1.253492063,5.0,0.444444444,1.250582099,0.791336,4.0,0.224489796,0.933333333,79.9,6.94,0.0,63.0,12.6,-2.1917963892063788
302.8918963,2.005714286,17.07142857,0.903928571,6.0,0.464285714,1.509834143,1.002533333,4.0,0.070652174,1.625,35.45,6.94,0.0,42.0,7.0,-3.4890343032804307
303.1209336,2.040555556,49.70666667,1.416666667,6.0,0.333333333,1.537987101,0.612249691,5.0,0.2,0.6,126.9,6.94,0.0,108.0,18.0,-2.3688073420154505
312.5289051,1.892942122,23.794791,1.246302251,6.0,0.397106109,1.085151843,0.583762414,5.0,0.239130435,0.823333333,121.76,6.94,0.0,149.28,24.88,-2.080645250759663
303.030303,2.393469388,36.07806122,1.405306122,4.0,0.285714286,0.924381548,0.96126281,4.0,0.35359116,0.466666667,180.95,6.94,0.0,39.2,9.8,-2.6690222131633465
303.030303,2.393469388,36.07806122,1.405306122,4.0,0.285714286,0.924381548,0.96126281,4.0,0.35359116,0.466666667,180.95,6.94,0.0,39.2,9.8,-2.333431105145607
299.6277272,2.368,30.89942857,1.326857143,4.0,0.285714286,1.241644133,1.166329,4.0,0.397790055,0.476190476,91.22,6.94,0.0,35.0,8.75,-5.3872161432802645
303.3946403,1.914416244,41.07878173,1.401725888,4.0,0.0,1.020585708,0.542977778,4.0,0.358695652,0.0,183.84,22.99,0.0,31.52,7.88,0.8904724667380969
303.7369746,2.396,12.0812,0.942,4.0,0.2,1.33217904,0.751104,3.0,0.20441989,0.5,35.45,1.008,0.0,20.0,5.0,-8.092051478387727
307.9901013,1.980982456,16.15133114,0.696554825,7.0,0.174342105,1.231695926,0.282270842,5.0,0.14673913,0.815384615,72.63,6.94,0.0,383.04,54.72,-1.3905662454204268
312.60803,2.7228,42.3872,1.1232,5.0,0.12,1.09077847,0.997831122,5.0,0.285714286,0.1875,180.95,6.94,0.0,62.5,12.5,-2.8739524063420796
307.8501744,2.06974359,67.14102564,1.107094017,5.0,0.179487179,1.249958816,1.280217274,5.0,0.457142857,0.4375,180.95,6.94,0.0,146.25,29.25,-5.189767482004916
297.4020927,2.356597938,33.09701031,1.418350515,4.0,0.278350515,0.950324617,1.064219835,4.0,0.397790055,0.45,91.22,6.94,0.0,38.8,9.7,-2.9213481919776862
297.8087234,2.185714286,11.37571429,0.964285714,3.0,0.428571429,1.004242473,1.300310204,3.0,0.192857143,1.0,16.0,6.94,0.0,21.0,7.0,-5.394694953858891
305.5297331,1.9144,21.3304,1.2492,4.0,0.44,1.185515808,0.758263776,4.0,0.239130435,0.916666667,35.45,6.94,0.0,50.0,12.5,-1.9080762340407367
303.6750484,1.840769231,24.06615385,1.243076923,4.0,0.461538462,1.118968867,0.657884024,4.0,0.224489796,1.0,79.9,6.94,0.0,52.0,13.0,-1.1089165364341453
298.2287023,1.962210526,22.13215789,1.259315789,5.0,0.394736842,1.217778862,0.698467587,4.0,0.239130435,0.789473684,35.45,6.94,0.0,190.0,38.0,-8.143271109617118
308.0610949,2.435714286,30.69928571,1.442142857,3.0,0.214285714,0.892117871,1.0002,3.0,0.419889503,0.333333333,44.96,6.94,0.0,21.0,7.0,-3.4680538291687273
303.7778745,1.92546798,23.41589901,1.252093596,5.0,0.384236453,1.055193766,0.692381818,3.0,0.239130435,0.78,208.98,6.94,0.0,40.6,8.12,-2.503556785101876
302.8460273,2.281101695,35.63483051,1.114491525,5.0,0.271186441,1.209575925,1.37366944,5.0,0.385714286,0.533333333,138.91,6.94,0.0,118.0,23.6,-3.5226761217972524
301.0690132,1.89766129,25.37967742,1.261129032,5.0,0.411290323,1.22776708,0.61442449,5.0,0.224489796,0.85,79.9,6.94,0.0,62.0,12.4,-5.401209493236885
302.9443624,1.92644,21.10542,1.24304,5.0,0.44,1.24469864,0.845984889,4.0,0.239130435,0.916666667,35.45,6.94,0.0,62.5,12.5,-2.197033928273016
305.8487456,1.808,32.744,1.176,3.0,0.6,0.950270539,1.089216,3.0,0.345454545,1.5,126.9,6.94,0.0,15.0,5.0,-4.806875401645539
293.2628798,1.774626866,47.18149254,1.306268657,5.0,0.47761194,1.158352839,0.560944889,5.0,0.2,6.4,126.9,6.94,0.0,67.0,13.4,-2.8477538637513877
302.8315606,2.698,17.182,1.08,3.0,0.2,0.950270539,0.972256,3.0,0.314285714,0.333333333,30.97,6.94,0.0,30.0,10.0,-8.103473782510445
312.940684,2.37,18.44977778,1.207777778,4.0,0.0,1.214889654,1.208155556,2.0,0.201086957,0.0,32.07,1.008,0.0,36.0,9.0,-5.809668301829708
302.9265325,2.853825137,20.9510929,1.109672131,5.0,0.071038251,1.049159727,0.856755,5.0,0.314285714,0.108333333,47.87,6.94,0.0,91.5,18.3,-4.279014255846261
298.1539222,2.860555556,26.34944444,1.128888889,4.0,0.055555556,0.973648923,0.75553858,4.0,0.314285714,0.083333333,91.22,6.94,0.0,72.0,18.0,-4.586700235918748
311.7741508,2.324782609,36.26913043,1.124347826,5.0,0.260869565,1.216933453,1.354655556,4.0,0.457142857,0.5,138.91,6.94,0.0,115.0,23.0,-5.173925197299174
303.0519706,2.254166667,34.98958333,1.110416667,4.0,0.291666667,1.172954578,1.414307639,4.0,0.514285714,0.583333333,138.91,6.94,0.0,96.0,24.0,-3.42137454099839
293.1343284,2.6975,36.9975,1.1,4.0,0.125,1.073542846,0.97204375,4.0,0.285714286,0.2,180.95,6.94,0.0,32.0,8.0,-4.245651664288981
308.0352073,1.906461538,21.30484615,1.255769231,4.0,0.438461538,1.156570873,0.758263776,4.0,0.239130435,0.904761905,35.45,6.94,0.0,52.0,13.0,-1.8997277682207305
302.4216378,2.587428571,25.15342857,1.090285714,5.0,0.142857143,1.225228003,1.01291875,5.0,0.435714286,0.25,55.85,6.94,0.0,35.0,7.0,-7.1979107421182675
303.0533836,1.529239766,62.33923977,1.022397661,6.0,0.175438596,1.477755473,0.80207284,6.0,0.457142857,1.0,138.91,6.94,0.0,102.6,17.1,-4.982966660701219
310.055917,2.031783626,18.73111111,1.151929825,5.0,0.400584795,1.380302446,0.756013889,4.0,0.217391304,0.840490798,32.07,6.94,0.0,17.1,3.42,-3.93893222282121
305.1152573,1.955,9.9593,0.5245,4.0,0.2,1.062737568,0.252075,3.0,0.122727273,4.0,126.9,1.008,0.0,80.0,20.0,-4.416801226031377
303.0768443,2.262,41.388,1.443,4.0,0.3,1.16828245,1.020676,3.0,0.345454545,0.5,126.9,6.94,0.0,40.0,10.0,-2.729729802436256
302.0355937,1.940551053,21.45824959,1.252074554,6.0,0.43273906,1.252402354,0.794405859,5.0,0.217391304,0.89,35.45,6.94,0.0,74.04,12.34,-1.861783316450954
293.4025045,2.517777778,34.39722222,1.428888889,4.0,0.222222222,1.039909546,1.064241,3.0,0.397790055,0.333333333,91.22,6.94,0.0,36.0,9.0,-3.377885492659469
312.8676838,2.192,58.913,1.494,3.0,0.3,0.897945725,0.889056,3.0,0.387755102,0.5,88.91,6.94,0.0,30.0,10.0,-2.3300806400675387
298.5885655,1.882244898,24.46510204,1.263877551,6.0,0.408163265,1.139798844,0.544340828,4.0,0.222222222,0.909090909,118.71,6.94,0.0,147.0,24.5,-2.7200753841057703
297.8982849,2.830416667,39.34166667,1.187083333,5.0,0.083333333,1.040850024,1.193960938,4.0,0.464285714,0.125,150.36,6.94,0.0,30.0,6.0,-8.730487055782083
305.0437934,1.989927885,23.47966346,1.276081731,5.0,0.336538462,1.022490298,0.569398866,4.0,0.239130435,0.64516129,72.63,6.94,0.0,104.0,20.8,-2.399698112144038
298.7641053,2.282,38.9105,1.4265,4.0,0.3,1.235346812,0.993838017,3.0,0.387755102,0.5,88.91,6.94,0.0,40.0,10.0,-2.326897866191843
301.0262154,1.844485981,19.75626168,1.170373832,5.0,0.476635514,1.208399194,0.746662222,4.0,0.070652174,1.133333333,35.45,6.94,0.0,66.875,13.375,-2.994245242497241
302.812507,2.254166667,34.98958333,1.110416667,4.0,0.291666667,1.172954578,1.414307639,4.0,0.514285714,0.583333333,138.91,6.94,0.0,96.0,24.0,-3.0374313229791206
298.0016393,2.594354839,35.57169355,1.14733871,4.0,0.080645161,1.076280294,1.275922222,4.0,0.435714286,0.133333333,138.91,6.94,0.0,19.84,4.96,-2.8476070705257617
298.15,2.254375,35.39,1.111145833,6.0,0.291666667,1.240206589,1.386540385,6.0,0.457142857,0.583333333,180.95,6.94,0.0,144.0,24.0,-3.876148359032914
293.0484661,2.85147541,20.995,1.110874317,6.0,0.071038251,1.066860691,0.816910658,5.0,0.239130435,0.108333333,47.87,6.94,0.0,109.8,18.3,-4.246416941107094
299.1670146,2.587428571,25.15342857,1.090285714,5.0,0.142857143,1.225228003,1.01291875,5.0,0.435714286,0.25,55.85,6.94,0.0,35.0,7.0,-8.79860287567955
302.9001074,2.853825137,20.9510929,1.109672131,5.0,0.071038251,1.049159727,0.856755,5.0,0.314285714,0.108333333,47.87,6.94,0.0,91.5,18.3,-2.801749636056557
308.2450039,2.281101695,35.63483051,1.114491525,5.0,0.271186441,1.209575925,1.37366944,5.0,0.385714286,0.533333333,138.91,6.94,0.0,118.0,23.6,-4.468521082957745
296.8028398,1.898333333,6.325333333,0.463333333,3.0,0.166666667,0.867563228,0.215080556,2.0,0.486842105,0.0,26.98,1.008,0.0,18.0,6.0,-5.804100347590766
312.1108368,2.064285714,14.48128571,0.560714286,4.0,0.285714286,1.239659392,0.480864,3.0,0.059090909,4.0,126.9,1.008,1.0,14.0,3.5,-1.2922501823632286
297.7893368,2.358041237,38.75113402,1.417628866,4.0,0.278350515,0.950324617,1.060606612,4.0,0.397790055,0.45,167.26,6.94,0.0,38.8,9.7,-2.9582888174336843
302.6519704,2.828941799,20.95883598,1.115238095,6.0,0.084656085,1.137764736,0.824538776,6.0,0.243093923,0.130081301,47.87,6.94,1.0,113.4,18.9,-3.8818940701517497
303.1544449,1.774626866,47.18149254,1.306268657,5.0,0.47761194,1.158352839,0.560944889,5.0,0.2,6.4,126.9,6.94,0.0,67.0,13.4,-2.711526975882786
298.0680773,2.039333333,27.44266667,1.292,4.0,0.266666667,1.136916592,0.4479,4.0,0.239130435,0.5,65.38,6.94,0.0,30.0,7.5,-3.6254514387478354
293.0878799,1.902380952,21.18936508,1.245555556,4.0,0.444444444,1.1735053,0.758263776,4.0,0.239130435,0.933333333,35.45,6.94,0.0,50.4,12.6,-2.7052988333786434
302.6831804,1.921854141,22.40355995,1.253918418,5.0,0.381953028,1.012778155,0.701677686,4.0,0.239130435,0.7725,65.38,6.94,0.0,40.45,8.09,-3.6280164651494413
298.1177899,2.680757294,34.70617629,1.099342024,5.0,0.136561142,1.119460833,1.164449,5.0,0.285714286,0.22,180.95,6.94,0.0,40.275,8.055,-3.4479392475964836
298.4391175,2.091621622,6.009495495,0.334864865,4.0,0.045045045,0.994777957,0.069636673,3.0,0.210526316,0.0,12.01,1.008,0.0,88.8,22.2,-2.18130389733675
307.8202995,2.408297872,32.68021277,1.425957447,4.0,0.255319149,0.9267438,1.048480992,4.0,0.397790055,0.4,91.22,6.94,0.0,37.6,9.4,-3.5596845445426992
295.0863625,2.291694409,36.0477166,1.118096458,5.0,0.266752027,1.205831958,1.36464416,5.0,0.464285714,0.520833333,138.91,6.94,0.0,117.15,23.43,-3.0982927254070756
298.5973677,1.909519231,27.915,1.279230769,6.0,0.384615385,1.237135049,0.535902423,4.0,0.222222222,0.869565217,118.71,6.94,0.0,156.0,26.0,-2.787406799471769
300.717535,1.895616,28.473384,1.362352,6.0,0.0,1.215335871,0.833775,4.0,0.239130435,0.0,121.76,16.0,0.0,75.0,12.5,-2.1265777258767184
312.7407282,1.87890625,20.91390625,1.2384375,4.0,0.453125,1.147592187,0.758263776,4.0,0.239130435,0.966666667,35.45,6.94,0.0,51.2,12.8,-2.1044486765617783
303.2133366,2.413733333,32.32586667,1.431333333,4.0,0.253333333,0.942754573,1.040315702,4.0,0.397790055,0.395833333,91.22,6.94,0.0,37.5,9.375,-2.301662876200765
297.4014824,1.863100775,21.01007752,1.237054264,5.0,0.449612403,1.160908941,0.694125,5.0,0.239130435,0.966666667,40.08,6.94,0.0,64.5,12.9,-2.396248256619884
297.9698643,2.040555556,49.70666667,1.416666667,6.0,0.333333333,1.537987101,0.612249691,5.0,0.2,0.6,126.9,6.94,0.0,108.0,18.0,-2.3651375776822565
302.8037383,2.162857143,33.08142857,1.328571429,4.0,0.142857143,1.153741943,0.336991837,4.0,0.239130435,0.25,65.38,6.94,0.0,28.0,7.0,-7.4723700991286615
303.0918728,2.678333333,34.30166667,1.135833333,4.0,0.166666667,1.023424334,0.963255556,4.0,0.457142857,0.266666667,183.84,6.94,0.0,19.2,4.8,-7.063486257521107
299.8336178,2.42125,32.8625,1.36,4.0,0.25,1.213007566,1.070760938,4.0,0.397790055,0.4,91.22,6.94,0.0,32.0,8.0,-5.657577319177793
309.0008613,2.254166667,34.98958333,1.110416667,4.0,0.291666667,1.172954578,1.414307639,4.0,0.514285714,0.583333333,138.91,6.94,0.0,96.0,24.0,-8.826813731587725
297.4996929,1.812727273,18.27030303,1.092424242,5.0,0.515151515,1.253838663,0.802247222,4.0,0.070652174,1.416666667,35.45,6.94,1.0,82.5,16.5,-2.954137813660307
303.040743,2.807540107,20.5897861,1.101336898,6.0,0.090909091,1.143516172,0.84682449,6.0,0.285714286,0.141666667,47.87,6.94,0.0,112.2,18.7,-2.7640722867557708
293.6964768,2.855355191,21.16893443,1.114043716,6.0,0.071038251,1.061486252,0.833672562,5.0,0.199095023,0.108333333,127.6,6.94,0.0,109.8,18.3,-3.8407758062433928
307.9676444,2.071481481,25.13777778,1.297777778,4.0,0.259259259,1.113457041,0.456264472,4.0,0.217391304,0.466666667,32.07,6.94,1.0,108.0,27.0,-3.1162466063395953
308.1375698,1.973538462,22.18207692,1.288076923,4.0,0.407692308,1.196633685,0.758263776,4.0,0.239130435,0.791044776,35.45,6.94,0.0,52.0,13.0,-2.1800591954077917
299.9945256,2.472222222,35.31111111,1.455555556,3.0,0.222222222,0.848685558,0.955150617,3.0,0.397790055,0.333333333,91.22,6.94,0.0,27.0,9.0,-6.016373712875465
298.2502651,1.943333333,38.13333333,1.288333333,3.0,0.333333333,1.011404265,0.512055556,3.0,0.375,0.666666667,118.71,6.94,0.0,18.0,6.0,-4.889410289700751
298.4962406,2.192,58.913,1.494,3.0,0.3,0.897945725,0.889056,3.0,0.387755102,0.5,88.91,6.94,0.0,30.0,10.0,-2.7682702676228295
299.5663205,2.472222222,35.31111111,1.455555556,3.0,0.222222222,0.848685558,0.955150617,3.0,0.397790055,0.333333333,91.22,6.94,0.0,27.0,9.0,-3.097765329094588
308.2568807,2.0928,6.64024,0.3436,4.0,0.0,0.971046713,0.06918816,3.0,0.156862745,0.0,22.99,1.008,0.0,100.0,25.0,-4.958607314841775
293.7967414,1.838461538,27.67384615,1.253846154,5.0,0.461538462,1.311431337,0.654536095,4.0,0.222222222,1.2,79.9,6.94,0.0,65.0,13.0,-2.542355895403234
298.0664325,2.321111111,27.64722222,1.376296296,4.0,0.259259259,0.998766962,1.0245,4.0,0.397790055,0.4375,91.22,6.94,0.0,27.0,6.75,-5.872895201635193
298.0650934,2.145106383,14.28919149,1.044468085,5.0,0.382978723,1.41179473,1.1505,3.0,0.20441989,0.947368421,39.1,1.008,0.0,23.5,4.7,-6.2380721615794705
298.7182272,1.495,8.7075,0.6025,2.0,0.75,0.562335145,0.795675,2.0,0.171052632,0.0,14.01,6.94,0.0,8.0,4.0,-3.233127817134025
307.9765938,2.146,3.8816,0.375,4.0,0.1,0.940447989,0.219044,3.0,0.171052632,0.0,14.01,1.008,1.0,40.0,10.0,-5.15676722190199
308.5400094,2.266666667,42.32181818,1.107777778,5.0,0.272727273,1.233624552,1.318960947,5.0,0.457142857,0.5625,180.95,6.94,0.0,123.75,24.75,-3.714442690992226
294.0873734,2.646161826,38.76497925,1.162572614,5.0,0.031120332,1.091396374,1.155955102,5.0,0.385714286,0.05,138.91,6.94,0.0,24.1,4.82,-4.97061622231479
311.7479082,2.857222222,36.04611111,1.126666667,4.0,0.055555556,0.973648923,0.765831173,4.0,0.314285714,0.083333333,178.49,6.94,0.0,72.0,18.0,-4.694648630553377
302.972742,2.47,24.164,1.264,4.0,0.2,1.33217904,0.97056,4.0,0.298342541,0.333333333,35.45,6.94,0.0,20.0,5.0,-3.1114302097592104
312.7869045,2.356597938,33.09701031,1.418350515,4.0,0.278350515,0.950324617,1.064219835,4.0,0.397790055,0.45,91.22,6.94,0.0,38.8,9.7,-2.634831488786076
301.1030508,1.9775,22.07083333,1.268333333,4.0,0.416666667,1.236684869,0.772402083,4.0,0.239130435,0.833333333,35.45,6.94,0.0,48.0,12.0,-4.966576244513051
293.0728242,1.845882353,26.83235294,1.247058824,4.0,0.411764706,1.149152377,0.569965398,4.0,0.181818182,0.875,126.9,6.94,0.0,68.0,17.0,-2.2230009398851287
312.7720697,1.911382114,27.76284553,1.277398374,4.0,0.430894309,1.207732695,0.693978061,4.0,0.224489796,0.883333333,79.9,6.94,0.0,49.2,12.3,-2.7835031567980764
303.2004492,2.273396624,36.42027426,1.114388186,7.0,0.280590717,1.226969228,1.345451303,7.0,0.442857143,0.554166667,180.95,6.94,0.0,165.9,23.7,-2.963911514653657
312.8170443,2.251875,33.151875,1.5675,4.0,0.1875,1.040839837,0.381952734,3.0,0.222222222,0.3,78.97,6.94,1.0,64.0,16.0,-7.954677021213342
307.8351195,2.284893617,37.49553191,1.116170213,5.0,0.276595745,1.218998086,1.379576,5.0,0.457142857,0.541666667,180.95,6.94,0.0,117.5,23.5,-0.6294271347218251
298.289416,1.892258065,25.54939516,1.254274194,6.0,0.39516129,1.125766619,0.547466118,5.0,0.2,0.816666667,126.9,6.94,0.0,148.8,24.8,-2.202139605274812
312.2979822,2.646161826,38.76497925,1.162572614,5.0,0.031120332,1.091396374,1.155955102,5.0,0.385714286,0.05,138.91,6.94,0.0,24.1,4.82,-4.621602099051862
298.4000188,2.272447257,36.48046414,1.113839662,5.0,0.282700422,1.207681239,1.379576,5.0,0.457142857,0.558333333,180.95,6.94,0.0,118.5,23.7,-3.133928384533103
312.3021735,1.774626866,47.18149254,1.306268657,5.0,0.47761194,1.158352839,0.560944889,5.0,0.2,6.4,126.9,6.94,0.0,67.0,13.4,-2.5806513668932523
302.99724,1.922,22.13784,1.25232,5.0,0.432,1.225501301,0.707736,5.0,0.239130435,0.9,107.87,6.94,0.0,62.5,12.5,-2.169995616108152
297.5206612,1.951772152,23.44556962,1.266075949,4.0,0.35443038,1.02915981,0.503933333,4.0,0.239130435,0.7,65.38,6.94,0.0,31.6,7.9,-3.8226713185735255
308.4366901,2.320411255,37.25831169,1.121515152,6.0,0.255411255,1.239494869,1.30897504,6.0,0.385714286,0.491666667,183.84,6.94,0.0,138.6,23.1,-3.0974358275131277
312.9728986,1.829230769,25.87384615,1.252307692,5.0,0.461538462,1.172287881,0.655406633,4.0,0.2,1.0,126.9,6.94,0.0,65.0,13.0,-4.55129368009492
303.2467457,2.394545455,37.69318182,1.135,4.0,0.227272727,1.157033336,1.336842975,4.0,0.457142857,0.416666667,138.91,6.94,0.0,88.0,22.0,-3.487467686830062
297.7009236,1.923216,23.152448,1.247016,6.0,0.44,1.348298797,0.818838222,4.0,0.224489796,0.916666667,79.9,6.94,0.0,75.0,12.5,-2.2566329330728654
303.1664362,1.920524272,23.472,1.234728155,7.0,0.38592233,1.270532648,0.60392176,5.0,0.204081633,0.795,79.9,6.94,0.0,173.04,24.72,-1.429408251430033
305.2644845,1.863100775,21.01007752,1.237054264,5.0,0.449612403,1.160908941,0.694125,5.0,0.239130435,0.966666667,40.08,6.94,0.0,64.5,12.9,-2.2594940959054526
308.4372902,1.495,8.7075,0.6025,2.0,0.75,0.562335145,0.795675,2.0,0.171052632,0.0,14.01,6.94,0.0,8.0,4.0,-2.4977299646015014
306.3779644,2.445,14.8495,1.085,4.0,0.25,1.386294361,0.926875,3.0,0.20441989,0.5,35.45,1.008,0.0,16.0,4.0,-6.136677139879544
295.6810631,1.862677515,26.09078402,1.213180473,6.0,0.451183432,1.409356686,0.875768359,5.0,0.239130435,1.016666667,140.12,6.94,0.0,81.12,13.52,-3.8890872140065484
308.3325724,1.801515152,28.69666667,1.257727273,5.0,0.46969697,1.151505258,0.576918222,5.0,0.2,1.033333333,126.9,6.94,0.0,66.0,13.2,-3.2796331120889426
303.1661197,2.264591195,34.76932914,1.111656184,6.0,0.28721174,1.222512111,1.377084024,6.0,0.457142857,0.570833333,138.91,6.94,0.0,143.1,23.85,-3.3404013215702615
298.3991502,2.782532895,42.60207237,1.136118421,5.0,0.095394737,1.029557666,1.072108673,5.0,0.314285714,0.145,180.95,6.94,0.0,60.8,12.16,-3.481607153039895
303.071631,2.325882353,15.27305882,0.85,5.0,0.058823529,1.486895227,0.873024221,4.0,0.192857143,0.166666667,40.08,1.008,0.0,85.0,17.0,-5.333482019445119
309.9726757,1.927027027,24.69894349,1.267567568,5.0,0.378378378,1.059338161,0.537026446,4.0,0.2,0.75862069,208.98,6.94,0.0,40.7,8.14,-2.387607926455797
297.3085633,2.133333333,69.00166667,1.351666667,3.0,0.166666667,1.011404265,1.09131875,3.0,0.419889503,0.333333333,150.36,6.94,0.0,9.0,3.0,-2.1574757556434623
302.9128096,2.1012,5.60616,0.3372,4.0,0.04,0.964068122,0.06491456,3.0,0.210526316,0.0,12.01,1.008,1.0,100.0,25.0,-6.393618634889395
312.9404807,1.842462121,21.30515152,1.227045455,6.0,0.46969697,1.189262181,0.6493625,4.0,0.222222222,1.05982906,78.97,6.94,0.0,79.2,13.2,-2.389297473975387
304.0758124,1.902872892,21.11613489,1.205525292,5.0,0.389753567,1.176073751,0.687563265,4.0,0.217391304,0.822161423,32.07,6.94,0.0,15.42,3.084,-2.6971277314759834
302.6597961,1.980982456,16.15133114,0.696554825,7.0,0.174342105,1.231695926,0.282270842,5.0,0.14673913,0.815384615,72.63,6.94,0.0,383.04,54.72,-1.4504102967457064
298.5074627,2.04375,59.1125,1.33375,4.0,0.25,1.213007566,0.341456,3.0,0.413043478,0.5,208.98,6.94,0.0,16.0,4.0,-4.785156151952302
302.9054471,2.84919571,20.89573727,1.108418231,6.0,0.072386059,1.070439157,0.833018182,6.0,0.285714286,0.110655738,47.87,6.94,1.0,111.9,18.65,-3.7008349547068384
298.0623566,2.437222222,47.29958333,1.403888889,8.0,0.138888889,1.247482464,0.870040972,8.0,0.08839779,0.227272727,180.95,6.94,0.0,57.6,7.2,-3.8182307056234737
298.3957219,1.93902439,21.61934959,1.256666667,4.0,0.430894309,1.207732695,0.758263776,4.0,0.239130435,0.883333333,35.45,6.94,0.0,49.2,12.3,-2.5906365645903544
297.6333526,1.93125,22.50875,1.26,3.0,0.375,0.974314753,0.538896,3.0,0.239130435,0.75,32.07,6.94,0.0,12.0,4.0,-4.7594507517174005
297.9758001,2.299032258,26.29580645,1.363225806,3.0,0.258064516,0.959489994,1.059734694,3.0,0.397790055,0.444444444,35.45,6.94,0.0,18.6,6.2,-5.3223930472795065
303.1916406,2.31375,34.87125,1.415,4.0,0.25,1.213007566,0.932623438,4.0,0.391304348,0.4,91.22,6.94,0.0,32.0,8.0,-3.5090882440889435
298.9720573,2.4175,43.77125,1.3575,4.0,0.25,1.213007566,1.07904375,4.0,0.386740331,0.4,178.49,6.94,0.0,32.0,8.0,-3.0045982465795094
298.2216895,2.28279661,35.9970339,1.115169492,5.0,0.271186441,1.209575925,1.36531104,5.0,0.442857143,0.533333333,138.91,6.94,0.0,118.0,23.6,-3.1450712075084595
298.562367,2.287966102,35.98262712,1.117033898,5.0,0.279661017,1.214006633,1.359336,5.0,0.514285714,0.55,138.91,6.94,0.0,118.0,23.6,-4.428291168191312
308.1576823,2.203525641,30.18266667,1.085769231,7.0,0.326923077,1.509625541,1.13607929,6.0,0.18877551,0.708333333,138.91,1.008,1.0,68.25,9.75,-4.889410289700751
312.6843658,2.449565217,35.2073913,1.442173913,4.0,0.239130435,0.916512116,0.988041322,4.0,0.397790055,0.366666667,114.82,6.94,0.0,36.8,9.2,-2.9514401216947217
303.0341044,2.254166667,34.98958333,1.110416667,4.0,0.291666667,1.172954578,1.414307639,4.0,0.514285714,0.583333333,138.91,6.94,0.0,96.0,24.0,-4.787812395596042
309.9910103,2.646161826,38.76497925,1.162572614,5.0,0.031120332,1.091396374,1.155955102,5.0,0.385714286,0.05,138.91,6.94,0.0,24.1,4.82,-4.703334809738469
307.7693365,1.798945908,30.62026352,1.232038835,4.0,0.445214979,0.972204048,0.530624793,4.0,0.375,1.003125,208.98,6.94,0.0,36.05,9.0125,-4.008330992620052
304.3484129,2.698,17.182,1.08,3.0,0.2,0.950270539,0.972256,3.0,0.314285714,0.333333333,30.97,6.94,0.0,15.0,5.0,-8.5016894462104
298.2064704,2.254166667,34.98958333,1.110416667,4.0,0.291666667,1.172954578,1.414307639,4.0,0.514285714,0.583333333,138.91,6.94,0.0,96.0,24.0,-4.958607314841775
303.1392284,2.468888889,45.00777778,1.453333333,3.0,0.222222222,0.848685558,0.962854321,3.0,0.386740331,0.333333333,178.49,6.94,0.0,27.0,9.0,-3.182851276997677
302.8773045,1.918888889,27.44333333,1.284444444,4.0,0.388888889,1.132416328,0.57574321,4.0,0.2,0.777777778,126.9,6.94,0.0,72.0,18.0,-3.1138077433143807
298.1547423,1.808333333,23.18555556,1.1725,4.0,0.444444444,1.068870327,0.519511111,4.0,0.239130435,1.066666667,118.71,6.94,0.0,28.8,7.2,-2.9060914075445528
303.1146943,1.527988338,62.56247813,1.022419825,6.0,0.174927114,1.487810789,0.80207284,6.0,0.457142857,1.0,138.91,6.94,0.0,102.9,17.15,-5.79317412396815
302.6258632,2.387894737,33.69631579,1.428421053,4.0,0.263157895,0.95148796,1.064219835,4.0,0.397790055,0.416666667,91.22,6.94,0.0,38.0,9.5,-2.7977528732492383
